mv_id,mv_name,mv_author,mv_desc,mv_pic,playCount,publishTime,mv_url_240,mv_url_480,mv_url_720,mv_url_1080
5267131,Out Of The Woods,Taylor Swift,美国乡村音乐天后Taylor Swift宣布：将自己的《Out Of The Woods》MV在2016纽约时代广场跨年演唱会上进行全球首播。无异于給全球乐迷送上一份新年大礼。,http://p1.music.126.net/eLn5ASSSJqWbdn8AE1d4Uw==/3423879211390323.jpg,407万,2016-01-01,http://vodkgeyttp8.vod.126.net/cloudmusic/MCFkIDExJmRgIDFkMTcxJQ==/mv/5267131/a55478b5e2955b0e007d54596871af3c.mp4?wsSecret=8886224e7cc6baefd04a5b2cc75faae3&wsTime=1557752235,http://vodkgeyttp8.vod.126.net/cloudmusic/MCFkIDExJmRgIDFkMTcxJQ==/mv/5267131/d09da2e23eb6f1b14dc0629381f67a30.mp4?wsSecret=187837b5e9a7721a68462fb8b63b17fa&wsTime=1557752235,http://vodkgeyttp8.vod.126.net/cloudmusic/MCFkIDExJmRgIDFkMTcxJQ==/mv/5267131/99a3739aecf8562299250ecfdea411ef.mp4?wsSecret=e21e018ef55f68b34ac21a0b9d07b496&wsTime=1557752235,http://vodkgeyttp8.vod.126.net/cloudmusic/MCFkIDExJmRgIDFkMTcxJQ==/mv/5267131/ea12bb3bef30e1cb0ca3bc1755702b02.mp4?wsSecret=2bce8a7b928c670f4b7e67b1a0a34d56&wsTime=1557752235
32576,Sparks Fly,Taylor Swift,,http://p1.music.126.net/hmNA5W7SYadhIgBqclH77A==/5980243743473818.jpg,249万,2013-05-17,http://vodkgeyttp8.vod.126.net/cloudmusic/YiIiICEkMzAwISAwISQiNA==/mv/32576/d6e1ceb3df199292fe9c0cb21093eaa1.mp4?wsSecret=05da9672918570d7d11d8865e008100f&wsTime=1557752236,http://vodkgeyttp8.vod.126.net/cloudmusic/YiIiICEkMzAwISAwISQiNA==/mv/32576/044f71900b4687887e8089c077d72761.mp4?wsSecret=6f3b83b1d391400f8ed1f8dc2b118bbb&wsTime=1557752236,http://vodkgeyttp8.vod.126.net/cloudmusic/YiIiICEkMzAwISAwISQiNA==/mv/32576/9d985e98a53cf0203a3dbc281c6c8ca0.mp4?wsSecret=67305f1a8b06f1c688a9e0128f563d12&wsTime=1557752236,http://vodkgeyttp8.vod.126.net/cloudmusic/YiIiICEkMzAwISAwISQiNA==/mv/32576/85d151471b535861f4de1ed5fa41d527.mp4?wsSecret=5377d44f3b8db1298a89d5a85a9ea797&wsTime=1557752236
2648,Begin Again,Taylor Swift,,http://p1.music.126.net/E-vDbV5GQ3PSni9_awsx_w==/2534374303709555.jpg,365万,2013-03-26,http://vodkgeyttp8.vod.126.net/cloudmusic/JCA4IjBgMyAwMzAwICAwJA==/mv/2648/5727d6ef26e79b87e620a78de681e92e.mp4?wsSecret=c0be5d3cbe05ec6070cd351e85d09f6d&wsTime=1557752237,http://vodkgeyttp8.vod.126.net/cloudmusic/JCA4IjBgMyAwMzAwICAwJA==/mv/2648/413f0f8815d716ace40dc134f6f22e53.mp4?wsSecret=77c6fab6740a59fc0dcb53d62e63f1a2&wsTime=1557752237,http://vodkgeyttp8.vod.126.net/cloudmusic/JCA4IjBgMyAwMzAwICAwJA==/mv/2648/3931162e941e163a7997b9fde805eaab.mp4?wsSecret=95ba22c837721db7d66a5f5376d2c7dd&wsTime=1557752237,http://vodkgeyttp8.vod.126.net/cloudmusic/JCA4IjBgMyAwMzAwICAwJA==/mv/2648/8451ff982e035829bf406ba92be7a5ca.mp4?wsSecret=f46e62a1bf34d19ddbfad8c1f5b23fd9&wsTime=1557752237
10761107,Swimming Pool,Taylor,,http://p1.music.126.net/ntGqBQE2wo6K2upHjTwbAw==/109951163509211434.jpg,8838,2017-05-29,http://vodkgeyttp8.vod.126.net/cloudmusic/d59e/mv/88da/0c25de45a9103716d455598ae201eff9.mp4?wsSecret=ca29fee96ac447d05cf94018ab9d7bbf&wsTime=1557752238,http://vodkgeyttp8.vod.126.net/cloudmusic/d59e/mv/88da/cc18e9eece05fff6d191edc4e07e9b32.mp4?wsSecret=123f63721539369546fad067f1be92b6&wsTime=1557752238,http://vodkgeyttp8.vod.126.net/cloudmusic/d59e/mv/88da/ca5f82a96fca83f23d126323d5bc869a.mp4?wsSecret=3fcbfd03b88a2070ef0b3750b00ddb68&wsTime=1557752238,http://vodkgeyttp8.vod.126.net/cloudmusic/d59e/mv/88da/8fdac1fd40fa9baaa4d90edf58734c9f.mp4?wsSecret=058696ffd0de98adb28246291b1ee577&wsTime=1557752238
376359,Welcome To New York/Shake It Off (New Year's Rockin' Eve 2015),Taylor Swift,,http://p1.music.126.net/pjO2QGgOV01ik1jZ3aSJCQ==/6655343884395615.jpg,79万,2015-01-01,http://vodkgeyttp8.vod.126.net/cloudmusic/ICQgYjAwIyA0IyEwYSFkYA==/mv/376359/4e3fd8b74081d3fdad656423244592c4.mp4?wsSecret=4f808028295cfd408de42e30d60f2e78&wsTime=1557752239,http://vodkgeyttp8.vod.126.net/cloudmusic/ICQgYjAwIyA0IyEwYSFkYA==/mv/376359/a66be28db146b14fb9423de17f38ff2f.mp4?wsSecret=f4d49049b84c519e31a0f51e4174e337&wsTime=1557752239,http://vodkgeyttp8.vod.126.net/cloudmusic/ICQgYjAwIyA0IyEwYSFkYA==/mv/376359/b9491a8be343fc6a1dd09eb0693c501d.mp4?wsSecret=aa468de19740cf5ef3fbcd8775026213&wsTime=1557752239,
5305406,New Romantics（巡演版）,Taylor Swift,,http://p1.music.126.net/MU4zyPVPWwXQ2PLQoAHjsA==/1389782701133799.jpg,249万,2016-04-06,http://vodkgeyttp8.vod.126.net/cloudmusic/MCAhMiAkMDggYCIwMTBgNg==/mv/5305406/98889e028005fdd3a808af8c720358c5.mp4?wsSecret=fe8939d796955729f44e81c6a6b4aad9&wsTime=1557752240,http://vodkgeyttp8.vod.126.net/cloudmusic/MCAhMiAkMDggYCIwMTBgNg==/mv/5305406/b3d103d63cdf46ce36ccb91c87d9af08.mp4?wsSecret=63e7ac8f124e21e073c6317d8bb9c045&wsTime=1557752240,http://vodkgeyttp8.vod.126.net/cloudmusic/MCAhMiAkMDggYCIwMTBgNg==/mv/5305406/bc8ce20b9e0ceb9ed0c57e72fccd2e06.mp4?wsSecret=507d4da386ccdc2279055b47299dbd97&wsTime=1557752240,http://vodkgeyttp8.vod.126.net/cloudmusic/MCAhMiAkMDggYCIwMTBgNg==/mv/5305406/5ae2755d245403eb0bbf76ba4edfd776.mp4?wsSecret=49ba36bf32ef262714a59aa354326e29&wsTime=1557752239
372207,Blank Space (Victoria's Secret Fashion Show 2014) ,Taylor Swift,,http://p1.music.126.net/_tgsmxNG3jDt-o03vVfx1g==/2543170397226897.jpg,185万,2014-12-10,http://vodkgeyttp8.vod.126.net/cloudmusic/IWE0NCI0MGQhImEhMDI4JA==/mv/372207/1f8052d3d8a6db40bf3c41036cd8c266.mp4?wsSecret=7b8027ec8795ba7d443790e2f9facec6&wsTime=1557752242,http://vodkgeyttp8.vod.126.net/cloudmusic/IWE0NCI0MGQhImEhMDI4JA==/mv/372207/9dd4d83e7249754ac3bd0fef32d4debb.mp4?wsSecret=1f13b0ac7b47ab4673c026921d042743&wsTime=1557752242,http://vodkgeyttp8.vod.126.net/cloudmusic/IWE0NCI0MGQhImEhMDI4JA==/mv/372207/483fa64cc4a8d971d452c43fbd221d63.mp4?wsSecret=27cb7f461587c2182d7d5b070fd0b038&wsTime=1557752242,
5410071,Clean,Taylor Swift,霉霉Taylor Swift《Clean》巡演背屏版MV发布！,http://p1.music.126.net/f6R387zJumuqGG9elIWR6g==/3402988508153597.jpg,198万,2016-12-13,http://vodkgeyttp8.vod.126.net/cloudmusic/IDQ2YGAwMWA4MiYiJSAgMg==/mv/5410071/7601d41d3428ceb7bf43babd7145aa45.mp4?wsSecret=e4d7311bb95e6f53e430608b1cfcb8b6&wsTime=1557752243,http://vodkgeyttp8.vod.126.net/cloudmusic/IDQ2YGAwMWA4MiYiJSAgMg==/mv/5410071/72b2f686f4994894bf5b14198a0ee6cf.mp4?wsSecret=e8e414b8690d718a3d63831d92e306e2&wsTime=1557752243,http://vodkgeyttp8.vod.126.net/cloudmusic/IDQ2YGAwMWA4MiYiJSAgMg==/mv/5410071/1bdcf3a5c3a90a3608b662aac0cafe2f.mp4?wsSecret=58b6660f1524696da765332ff6d3ae3d&wsTime=1557752243,
355082,TSwift On The Voice (Promo) ,Taylor Swift,,http://p1.music.126.net/ghQ4coy9iOj2o-TZjG0XLg==/6628955604841695.jpg,42万,2014-10-23,http://vodkgeyttp8.vod.126.net/cloudmusic/MDAlMDAgMDgwMCAwODAiIA==/mv/355082/8db5fc606af49281bcedc1fe9bbb60e1.mp4?wsSecret=fd3fc328d59e881688c6307e9f2d5f5f&wsTime=1557752244,http://vodkgeyttp8.vod.126.net/cloudmusic/MDAlMDAgMDgwMCAwODAiIA==/mv/355082/e0e3c9b770dcd39ee666c0df994fae75.mp4?wsSecret=f4c1ed2f75ca07726dd9932bb0b9bc9a&wsTime=1557752244,http://vodkgeyttp8.vod.126.net/cloudmusic/MDAlMDAgMDgwMCAwODAiIA==/mv/355082/732e79839088f0d816f5a85f37aa08df.mp4?wsSecret=2eda377455ad1f5863c191526eeed807&wsTime=1557752244,http://vodkgeyttp8.vod.126.net/cloudmusic/MDAlMDAgMDgwMCAwODAiIA==/mv/355082/bc005bfa862c67a6cd1d6bf7d02046cd.mp4?wsSecret=ae2e8430fb61e8e24a806eda5d5c0846&wsTime=1557752244
5924072,Gorgeous (Live at The Biggest Weekend),Taylor Swift,Taylor Swift最新英国The Biggest Weekend夏日演唱会表演热单《Gorgeous 》!,http://p1.music.126.net/kdZLJGbXpSy8DygJ7n5YGg==/109951163321071971.jpg,79万,2018-05-27,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20180528042427/05500731-b0c7-4b34-92a3-633bdf3b1178/cd0e81c44bc436fed4c4b2a157c4a782.mp4?wsSecret=7bf8f768315419fabc1d6822847075c7&wsTime=1557752245,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20180528042427/05500731-b0c7-4b34-92a3-633bdf3b1178/1109faeeafec11dac275cc130b170441.mp4?wsSecret=611c9ae98a2bafed0e3b8df84e559ea5&wsTime=1557752245,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20180528042427/05500731-b0c7-4b34-92a3-633bdf3b1178/80d51a14c46833874342d764afd73023.mp4?wsSecret=6fae02e696a51d33323e43a9f833e2ff&wsTime=1557752245,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20180528042427/05500731-b0c7-4b34-92a3-633bdf3b1178/6a225dfb1161eb81a2d3d9029c17bc58.mp4?wsSecret=998143104ccda49a40dfbfb03494cdde&wsTime=1557752245
10865638,ME! Behind The Scenes: The Story of Benjamin Button,Taylor Swift,Taylor Swift回归新单《ME!》音乐录像带幕后拍摄花絮释出，霉霉收养的新萌宠Benjamin Button可爱出镜。,http://p1.music.126.net/Wa2m4Nx3gX_zOlENALg5Fw==/109951164036911905.jpg,7万,2019-04-30,http://vodkgeyttp8.vod.126.net/cloudmusic/1d02/core/8b93/57ff27e6375b55d1cdf70ca7c6a18191.mp4?wsSecret=c8470a0f90306185ffc8c4537c6ccdce&wsTime=1557752246,http://vodkgeyttp8.vod.126.net/cloudmusic/1d02/core/8b93/1493d0d7eea15b9c504b1c6df27d3e0c.mp4?wsSecret=b3142b4276bab47d46b229134e69f828&wsTime=1557752246,,http://vodkgeyttp8.vod.126.net/cloudmusic/1d02/core/8b93/70393757215da6b0207b64901284723e.mp4?wsSecret=2735c5aa4c7ca7dd28819412f63cd971&wsTime=1557752246
10849496,Better Man (Live at The BlueBird Cafe),Taylor Swift,"Taylor Swift于纳什维尔蓝鸟咖啡馆吉他弹唱热单《Better Man》,系音乐纪录片《Bluebird》片段。",http://p1.music.126.net/TzKp_9XyGcCItbH4JL38uA==/109951163803512894.jpg,11万,2019-01-18,http://vodkgeyttp8.vod.126.net/cloudmusic/f446/mv/5aca/f28777023f4ca54075261c9fd32bd935.mp4?wsSecret=1dc4ccfc0ff08067b87013578d0b1fc4&wsTime=1557752247,http://vodkgeyttp8.vod.126.net/cloudmusic/f446/mv/5aca/227b29a9d5b7ee4c0630e0ae60387958.mp4?wsSecret=a41edc28d09ba40772d15690197149eb&wsTime=1557752247,,
422357,I  Knew You Were Trouble(2013维多利亚的秘密秀现场),Taylor Swift,,http://p1.music.126.net/W9N1ESrrNT_wY_Hg4v21ng==/7938473953032432.jpg,185万,2013-12-10,http://vodkgeyttp8.vod.126.net/cloudmusic/OGAgIDUiICZkYDEwMmYgNg==/mv/422357/f20ae44f0ddeaa2f57a07a9cebde3e69.mp4?wsSecret=d56414d2f9b0ac36c1829d77fd5d722b&wsTime=1557752248,http://vodkgeyttp8.vod.126.net/cloudmusic/OGAgIDUiICZkYDEwMmYgNg==/mv/422357/39e81097a207091a9b727a606b3b0ee0.mp4?wsSecret=66eb8737c132b9b376333fdb6d43a229&wsTime=1557752248,http://vodkgeyttp8.vod.126.net/cloudmusic/OGAgIDUiICZkYDEwMmYgNg==/mv/422357/fc7ef1c291e9f1cd4b118930edb6dc02.mp4?wsSecret=35c799593e13536794f1ee6e70742a92&wsTime=1557752248,
2680,Mean,Taylor Swift,,http://p1.music.126.net/4opRq7Ng2lB5PQKSe3V2KA==/6064906138812471.jpg,203万,2013-03-26,http://vodkgeyttp8.vod.126.net/cloudmusic/JDExICEgMGEwIiEgNCAiIA==/mv/2680/afff1e8c812b9903e9b04e27d94bfcb9.mp4?wsSecret=7c9f96bc742578692924a262f02d4fe3&wsTime=1557752249,,,
334124,Two Is Better Than One,Boys Like Girls,,http://p1.music.126.net/JLJKkwZUtKoPXYbba6q7Ag==/6655343883188028.jpg,52万,2009-12-11,http://vodkgeyttp8.vod.126.net/cloudmusic/MSAiMSEwIGJkZCAxICAgZA==/mv/334124/bd25c3900c4c15617ff3b3a4a8a58e0e.mp4?wsSecret=9799920ef56a734743fccbfa01ca41ba&wsTime=1557752250,http://vodkgeyttp8.vod.126.net/cloudmusic/MSAiMSEwIGJkZCAxICAgZA==/mv/334124/9126264eb45f4e6c3553af295b2dc96c.mp4?wsSecret=2a7d4a18f790f0ee618ed98e5b6e37fd&wsTime=1557752250,,
32574,Mine,Taylor Swift,,http://p1.music.126.net/ds3HAiQUjDfTndh6n0kj_g==/6062707115556967.jpg,111万,2013-05-17,http://vodkgeyttp8.vod.126.net/cloudmusic/IDBhZmQwITEwJCAiIGAgIg==/mv/32574/bee45303025da65f54c7528f412c6be6.mp4?wsSecret=7a5b3d5377730b779f93ee1ad78caa97&wsTime=1557752251,http://vodkgeyttp8.vod.126.net/cloudmusic/IDBhZmQwITEwJCAiIGAgIg==/mv/32574/b80a9d8411399613ad5a86f5f8d4f352.mp4?wsSecret=2ef7f549c7f3793c479a14bb8431adf8&wsTime=1557752251,http://vodkgeyttp8.vod.126.net/cloudmusic/IDBhZmQwITEwJCAiIGAgIg==/mv/32574/a090bd3f81f5a9ab518d742b86e58b79.mp4?wsSecret=a68d9bb00ec528b312b59cd2844705e0&wsTime=1557752251,http://vodkgeyttp8.vod.126.net/cloudmusic/IDBhZmQwITEwJCAiIGAgIg==/mv/32574/2605b039290a9b5125067335bc2d769b.mp4?wsSecret=1dad3bac4dfaa624006dd26fbd45737b&wsTime=1557752251
5910166,Delicate (Vertical Video),Taylor Swift,Taylor Swift新单《Delicate》官方竖版MV上线！,http://p1.music.126.net/odtH3aEZhx5G1e5EgHTaeg==/109951163301255304.jpg,85万,2018-05-15,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20180516111516/a45a2ed2-d5d5-47cd-9a4c-df031487b40a/34ff02ef50860210271001fa3fa2a4e8.mp4?wsSecret=3250e263d7efdb1ff7fb290ddc82394e&wsTime=1557752252,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20180516111516/a45a2ed2-d5d5-47cd-9a4c-df031487b40a/4e31273ff5335683fca7d3e0d549655e.mp4?wsSecret=c2d713be3b28ef33c0348f648a60837f&wsTime=1557752252,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20180516111516/a45a2ed2-d5d5-47cd-9a4c-df031487b40a/ccf9b246ed2135eef2cc5357192d61ac.mp4?wsSecret=9d82f44f9bebb106f3f9198a977fdec7&wsTime=1557752252,http://vodkgeyttp8.vod.126.net/cloudmusic/mv/20180516111516/a45a2ed2-d5d5-47cd-9a4c-df031487b40a/166fdbf1dfb0fdfa050879ebc3ac7e4b.mp4?wsSecret=d887716277f7dce8115bb0282b87e622&wsTime=1557752252
10782460,reputation Stadium Tour (预告),Taylor Swift,Taylor Swift世界巡演reputation Stadium Tour纪录片预告！,http://p1.music.126.net/mRIl4z_KkXdXituC3pqt3Q==/109951163724108709.jpg,16万,2018-12-13,http://vodkgeyttp8.vod.126.net/cloudmusic/1ab6/core/d0af/4c9d48b7ec1fa6f8b49875f0a4bb770a.mp4?wsSecret=151769f1284e7b15b162673af8672294&wsTime=1557752253,http://vodkgeyttp8.vod.126.net/cloudmusic/1ab6/core/d0af/dcbfaa22c891fdc0fa92990f6ad45181.mp4?wsSecret=f657c5673202385633857ca516d1518d&wsTime=1557752253,,http://vodkgeyttp8.vod.126.net/cloudmusic/1ab6/core/d0af/d5721ab02d81bff584d01c2757f9b183.mp4?wsSecret=11d2e8c84e5b6943f474a54c89cb9d80&wsTime=1557752253
148053,Everything Has Changed,Taylor Swift,,http://p1.music.126.net/pSuWBT2mNQ6r5BzNaiB1Ig==/5987940324868230.jpg,119万,2013-07-19,http://vodkgeyttp8.vod.126.net/cloudmusic/YCRiMDExICEiYyIgYCEwYg==/mv/148053/2253998836994229_426x240.mp4?wsSecret=48aa71e712a3b408e63938baa8415b07&wsTime=1557752254,http://vodkgeyttp8.vod.126.net/cloudmusic/YCRiMDExICEiYyIgYCEwYg==/mv/148053/2253998836994229_852x480.mp4?wsSecret=5fa9c8c598c5337f0b22af338ed52678&wsTime=1557752254,http://vodkgeyttp8.vod.126.net/cloudmusic/YCRiMDExICEiYyIgYCEwYg==/mv/148053/2253998836994229_1280x720.mp4?wsSecret=ddea55ff35517bbb851c28e050361a53&wsTime=1557752254,http://vodkgeyttp8.vod.126.net/cloudmusic/YCRiMDExICEiYyIgYCEwYg==/mv/148053/2253998836994229_1920x1080.mp4?wsSecret=18d58b8e53d651f556a7a4d772a39372&wsTime=1557752254
351234,Taylor Swift Live @ iHeart Radio,Taylor Swift,,http://p1.music.126.net/cttDXH5gbZezY4H9fNaZlg==/3229265650823152.jpg,109万,2014-10-28,http://vodkgeyttp8.vod.126.net/cloudmusic/Y2AgJDUgJGA0YCQgJjAwIA==/mv/351234/a1bcccb9acf4d1a04e2561014cf9408b.mp4?wsSecret=e62835f317c101437ba1b4addf8c20fd&wsTime=1557752255,http://vodkgeyttp8.vod.126.net/cloudmusic/Y2AgJDUgJGA0YCQgJjAwIA==/mv/351234/6a116e3cba5e06907adb941834bab137.mp4?wsSecret=27945dc0e4941a3018dc6bfa22769880&wsTime=1557752255,http://vodkgeyttp8.vod.126.net/cloudmusic/Y2AgJDUgJGA0YCQgJjAwIA==/mv/351234/f34520b7193edf353d5f665f19599c78.mp4?wsSecret=7a62d612f1122c01c49d9744cbb63060&wsTime=1557752255,
10731057,Angels (Live),Taylor Swift,霉霉Taylor Swift和“坏小子”罗比·威廉姆斯同台了！霉霉最新Reputation巡演伦敦站第二天邀请了罗比·威廉姆斯，并一同表演了《Angels》。,http://p1.music.126.net/HdJsdFUJoW83aiM339A4Bg==/109951163375203599.jpg,22万,2018-06-24,http://vodkgeyttp8.vod.126.net/cloudmusic/39c0/mv/f9db/98e630dbb4a6916f0bfd14aff7a20503.mp4?wsSecret=6c1baaa3eeb2caece39f27b28488dadb&wsTime=1557752256,http://vodkgeyttp8.vod.126.net/cloudmusic/39c0/mv/f9db/20ca1e2cb01c79732d22830a73f355a9.mp4?wsSecret=b2a46d1ee482ad30eb4ad3ac17c66267&wsTime=1557752256,http://vodkgeyttp8.vod.126.net/cloudmusic/39c0/mv/f9db/601f8bcb5a7e57cb30ce7f8de0635c6b.mp4?wsSecret=69e53d1584bd5e6627231d987d6418ba&wsTime=1557752256,
473021,Red (live @CMA Award),Taylor Swift,,http://p1.music.126.net/8rgLVJOjB4bDd8tF5kC2hQ==/7942872001368628.jpg,57万,2013-11-06,http://vodkgeyttp8.vod.126.net/cloudmusic/IDAzIGRgYDAwMTE4MCAwIA==/mv/473021/6bb0091cfb2d628db59642907fe6df86.mp4?wsSecret=15a543afd44268f59a384c5e7a85f359&wsTime=1557752257,http://vodkgeyttp8.vod.126.net/cloudmusic/IDAzIGRgYDAwMTE4MCAwIA==/mv/473021/b01032eb848aeadf090e14d8f556c84e.mp4?wsSecret=3ba42f7f66b4a05aae242fa5b125c2ba&wsTime=1557752257,http://vodkgeyttp8.vod.126.net/cloudmusic/IDAzIGRgYDAwMTE4MCAwIA==/mv/473021/64be2f755ee968af3005a39aeb147086.mp4?wsSecret=7ee1ef0296f926ccc90c1e76803f280d&wsTime=1557752257,http://vodkgeyttp8.vod.126.net/cloudmusic/IDAzIGRgYDAwMTE4MCAwIA==/mv/473021/61db3a5be19a42b0f55776b62c140191.mp4?wsSecret=f7125ada2afaf149447c30990deb4af2&wsTime=1557752257
2719,Long Live,Taylor Swift,,http://p1.music.126.net/rRZbzJ8MerhzrHzfkjRTvw==/5937362790056183.jpg,96万,2013-03-26,http://vodkgeyttp8.vod.126.net/cloudmusic/MCUiOCQ0MDAiMDAwMCEwIw==/mv/2719/5c771f145121cb0ef3e0d715459054f6.mp4?wsSecret=fbde0832455d1fb7e110c16e92c9a969&wsTime=1557752258,http://vodkgeyttp8.vod.126.net/cloudmusic/MCUiOCQ0MDAiMDAwMCEwIw==/mv/2719/ce72714ec39dea2f37ba8b5cba865cb0.mp4?wsSecret=d3fc996b6b7a7284fbc34b1ec9423b98&wsTime=1557752258,http://vodkgeyttp8.vod.126.net/cloudmusic/MCUiOCQ0MDAiMDAwMCEwIw==/mv/2719/0d29fda2ba11364cbe73286c547a53c9.mp4?wsSecret=b9d512869c56dac34f3bdf0feb91e40f&wsTime=1557752258,http://vodkgeyttp8.vod.126.net/cloudmusic/MCUiOCQ0MDAiMDAwMCEwIw==/mv/2719/71639897ebd1fb51b086c116e92b15dc.mp4?wsSecret=290ca7b7073c58bdd4f3d1b557e832e6&wsTime=1557752258
418045,Love Story (Radio 1's Big Weekend 2015),Taylor Swift,,http://p1.music.126.net/7EG1gTwhyW2RIO9BF91Ebw==/7914284697586125.jpg,79万,2015-05-24,http://vodkgeyttp8.vod.126.net/cloudmusic/MSIgMCAxYTAiICAyMyEwJQ==/mv/418045/f6ba8428fc9fd58594a245d7bf5ad859.mp4?wsSecret=24238b56a72120af4f5117c0026060ed&wsTime=1557752260,http://vodkgeyttp8.vod.126.net/cloudmusic/MSIgMCAxYTAiICAyMyEwJQ==/mv/418045/6f8751c3544ce739f267598c1fb94967.mp4?wsSecret=165a682e88f75411610df2027c7a389c&wsTime=1557752260,http://vodkgeyttp8.vod.126.net/cloudmusic/MSIgMCAxYTAiICAyMyEwJQ==/mv/418045/6b8db817f54bee1bc98ceb6c87b0ff11.mp4?wsSecret=eb6f586fa277cd5eda2e9edeec91f5d0&wsTime=1557752260,http://vodkgeyttp8.vod.126.net/cloudmusic/MSIgMCAxYTAiICAyMyEwJQ==/mv/418045/709dd7ced856e6023a681e7d8b49b408.mp4?wsSecret=fd9eda4e6dbdf0258f3ae8689d581cc9&wsTime=1557752260
357101,Welcome To New York (David Letterman) ,Taylor Swift,,http://p1.music.126.net/LpiIRI_wLj1gTE__M4fe9g==/6671836558407669.jpg,31万,2014-10-29,http://vodkgeyttp8.vod.126.net/cloudmusic/IDEhNCEgMDAxITA1MDEhIg==/mv/357101/a78e9e9698dad7820e6db32d07def247.mp4?wsSecret=284a7efd0cbbe16fce44825bb675799a&wsTime=1557752261,http://vodkgeyttp8.vod.126.net/cloudmusic/IDEhNCEgMDAxITA1MDEhIg==/mv/357101/0a627438129cb3318ab80b622503ebb1.mp4?wsSecret=f645eeb5ccd6e34776bb80539fd5f5c3&wsTime=1557752261,http://vodkgeyttp8.vod.126.net/cloudmusic/IDEhNCEgMDAxITA1MDEhIg==/mv/357101/289b82deca86a0475b926d435a06415e.mp4?wsSecret=87f2fefc966a464f6b5fa85387f89d32&wsTime=1557752261,http://vodkgeyttp8.vod.126.net/cloudmusic/IDEhNCEgMDAxITA1MDEhIg==/mv/357101/a02504ad3b11ba327e8f6a8b458e8172.mp4?wsSecret=c23df8997c9af06a9a14717411e14771&wsTime=1557752261
384758,Blank Space（2015全英音乐奖现场表演）,Taylor Swift,,http://p1.music.126.net/pyBvGMnhQSVXbgwFvThS1g==/7774646720253560.jpg,46万,2015-02-26,http://vodkgeyttp8.vod.126.net/cloudmusic/ODJkYCBhIyJgICQ2IzQwIA==/mv/384758/75cee97cb7739df5a4dad0ba49eda5a9.mp4?wsSecret=31617ddc7b6cd73887bd1dd12f2a202d&wsTime=1557752261,http://vodkgeyttp8.vod.126.net/cloudmusic/ODJkYCBhIyJgICQ2IzQwIA==/mv/384758/86229457a7b13a4593b2e087fc348b6a.mp4?wsSecret=36d7d088ca80ea2b6ce02ebd931b45a7&wsTime=1557752261,http://vodkgeyttp8.vod.126.net/cloudmusic/ODJkYCBhIyJgICQ2IzQwIA==/mv/384758/89eb3b2ef3aeafeb9ffd83890b282544.mp4?wsSecret=d74cde2111bc02a94e057945ac7a4ccb&wsTime=1557752262,http://vodkgeyttp8.vod.126.net/cloudmusic/ODJkYCBhIyJgICQ2IzQwIA==/mv/384758/5dfbe898c03ab8714d375db321595473.mp4?wsSecret=b5376cf1eb4fbaa4224d76e01fb482ca&wsTime=1557752261
22009,Highway Don't Care,Tim McGraw,,http://p1.music.126.net/X02bP58Dc4_CVKo4fCU8Jw==/2305675983447210.jpg,78万,2013-05-07,http://vodkgeyttp8.vod.126.net/cloudmusic/IDVgJCUhYCBiICEwJiAwYA==/mv/22009/95d3642374b8a805296a96eba304f894.mp4?wsSecret=9af7aff0bdbb7912fb51d8784eebf46a&wsTime=1557752262,http://vodkgeyttp8.vod.126.net/cloudmusic/IDVgJCUhYCBiICEwJiAwYA==/mv/22009/b381a24d0beb75508f0e6f19a7ec71fd.mp4?wsSecret=48a1afd7672a32fc789c8cb621bedf17&wsTime=1557752262,http://vodkgeyttp8.vod.126.net/cloudmusic/IDVgJCUhYCBiICEwJiAwYA==/mv/22009/a6330696455ae34261ca3ff6a1b13c7f.mp4?wsSecret=5e94c9789474566acd5254f3701668ab&wsTime=1557752262,
